qtr,oix,numericpubdate,terms,uniqueterms,ttr,mtld,hdd
1849Q4,3246497.43011811,18491114.883858267,455.93897637795277,266.74015748031496,0.6194390534513867,142.9505621053172,0.861544335200205
1850Q1,,,,,,,
1850Q2,,,,,,,
1850Q3,,,,,,,
1850Q4,,,,,,,
1851Q1,3341913.817010309,18510232.74742268,432.89948453608247,261.8930412371134,0.6436210722370662,158.16755885543603,0.8703855914173719
1851Q2,3221459.553509781,18510512.398158804,449.34407364787114,265.19677790563867,0.6344727705038161,154.2327566721484,0.8696000732109549
1851Q3,3214846.7705128207,18510799.615384616,442.05128205128204,255.47307692307692,0.626028076237917,153.833875061304,0.8677548748399327
1851Q4,3040035.2624633433,18511066.417888563,415.86803519061584,258.1891495601173,0.6570119344313072,171.23595679457412,0.8759657350820919
1852Q1,3205993.559454191,18520213.18323587,408.6072124756335,251.8421052631579,0.6530698456870416,163.20580112384715,0.8723677661821096
1852Q2,3276667.6266009854,18520516.336945813,407.4009852216749,256.60591133004925,0.6630459128672599,178.08974737459226,0.8799006630998302
1852Q3,3311187.0954356845,18520819.418049794,398.60165975103735,237.63589211618256,0.6273875186172702,142.36080571838167,0.8452002752881222
1852Q4,3121388.4777070065,18521117.638004247,427.1804670912951,232.7876857749469,0.5888001731891388,106.32563514587513,0.8253295769278077
1853Q1,3369919.010863661,18530217.14611624,535.5312330255296,262.6425855513308,0.5461449212441111,93.20275353289468,0.8288060772955476
1853Q2,3303013.917005223,18530511.146836914,535.8972721996518,272.501450957632,0.5692870608750764,110.04909122055261,0.8411546606386839
1853Q3,,,,,,,
1853Q4,,,,,,,
1854Q1,,,,,,,
1854Q2,,,,,,,
1854Q3,3207071.876519514,18540812.044785667,518.4792066538707,265.41074856046066,0.5651735756145239,103.01599884562616,0.8384058080899105
1854Q4,3310256.466622604,18541113.984137475,502.5069398545935,255.82022471910113,0.5664837356427197,100.83666132005717,0.8355319942492843
1855Q1,3256661.3846153845,18550216.504142012,445.7420118343195,253.92899408284023,0.621813513708228,140.3650777998854,0.8601090889600206
1855Q2,3309337.399494311,18550515.22629583,458.44500632111254,258.01137800252843,0.6066967812706172,128.18814714351743,0.8549349247015583
1855Q3,3264484.5755555555,18550827.12111111,490.6533333333333,266.05444444444447,0.5940612736417876,128.10371827952957,0.8542407732774466
1855Q4,3439084.67388535,18551107.74522293,469.5783439490446,267.8751592356688,0.6178860872030184,147.10119324898594,0.8640138367194894
1856Q1,3355378.860969388,18560222.540816326,422.1198979591837,252.7295918367347,0.6422291985703376,161.01918355133853,0.8656891501565703
1856Q2,3318688.7415599534,18560512.88242142,423.8521536670547,255.45168800931316,0.6495699673092368,176.33424225313786,0.8769766292815003
1856Q3,3288978.5655737706,18560809.899297424,426.40515222482435,259.23653395784544,0.6517965041622517,175.52713042764196,0.8758507894618031
1856Q4,3349492.627368421,18561112.330526315,409.2336842105263,258.00315789473683,0.6685372140935538,183.31901503192145,0.880449071814834
1857Q1,3294631.850678733,18570219.692954104,472.3070458952812,249.7950872656755,0.5833080656217994,112.68781278033103,0.8444132861403707
1857Q2,3333306.2574309977,18570520.986199576,468.51008492569,245.02653927813162,0.5777391350251377,104.7962545775564,0.8413792642049599
1857Q3,,,,,,,
1857Q4,,,,,,,
1858Q1,3245504.749333333,18580242.009777777,451.47555555555556,258.09422222222224,0.622420896410275,142.76177307004815,0.8600572056433899
1858Q2,3294926.297756628,18580520.871515974,424.37933378653975,247.3467029231815,0.6277667901059518,148.50987464680713,0.8640205211552485
1858Q3,3299128.914580265,18580812.266568482,416.058910162003,245.42636229749633,0.6317538257127461,152.4806867789772,0.8629061631822496
1858Q4,3285033.869011976,18581101.47754491,443.7649700598802,241.82784431137725,0.598604245506935,125.89419613240743,0.845750618108113
1859Q1,3197550.4599018004,18590221.549099836,497.0941080196399,250.30932896890343,0.5598847306418082,98.75805048235858,0.8341073289857784
1859Q2,3229508.3699927167,18590515.332119446,517.611798980335,259.6256372906045,0.5581674689236167,100.65543477680927,0.8342526449778503
1859Q3,3276839.5287162163,18590813.79983108,519.3809121621622,272.3251689189189,0.58561887044556,118.2789592697719,0.8466242151839761
1859Q4,3400694.6875,18591111.28161765,484.4441176470588,259.14191176470587,0.5908563623208669,115.9525364085443,0.8433409230546868
1860Q1,,,,,,,
1860Q2,,,,,,,
1860Q3,,,,,,,
1860Q4,,,,,,,
1861Q1,3414745.5048250905,18610210.805186972,523.8817852834741,291.91254523522315,0.6164893498892883,154.96654432557744,0.8669329250273478
1861Q2,3390143.3459268003,18610447.290436834,506.2609208972845,284.93860684769777,0.622197887588976,150.92719178343216,0.8654614321664941
1861Q3,3802962.892300425,18610814.971658006,496.1785545583373,281.6476145488899,0.6263950561978284,159.5317358036475,0.8676816160486176
1861Q4,3662738.221073363,18611110.251107827,448.37666174298374,266.01181683899557,0.6385333435134484,165.1813973999993,0.8595624186272577
1862Q1,,,,,,,
1862Q2,,,,,,,
1862Q3,,,,,,,
1862Q4,,,,,,,
1863Q1,,,,,,,
1863Q2,,,,,,,
1863Q3,,,,,,,
1863Q4,,,,,,,
1864Q1,,,,,,,
1864Q2,,,,,,,
1864Q3,,,,,,,
1864Q4,,,,,,,
1865Q1,,,,,,,
1865Q2,,,,,,,
1865Q3,3701003.7177051674,18650817.035714287,520.438829787234,287.241641337386,0.6129554999675366,146.03131907228388,0.8683243423097565
1865Q4,3594124.300436681,18651110.468995634,520.6995633187773,287.7759825327511,0.6185643974946021,148.88699224481766,0.8690784071485759
1866Q1,,,,,,,
1866Q2,,,,,,,
1866Q3,,,,,,,
1866Q4,,,,,,,
1867Q1,,,,,,,
1867Q2,,,,,,,
1867Q3,,,,,,,
1867Q4,,,,,,,
1868Q1,,,,,,,
1868Q2,,,,,,,
1868Q3,,,,,,,
1868Q4,,,,,,,
1869Q1,,,,,,,
1869Q2,,,,,,,
1869Q3,3752290.678289001,18690819.524083395,419.118619698059,244.13299784327822,0.6296376187552297,153.24450571430677,0.8454514112474243
1869Q4,3634171.273271028,18691108.70990654,381.2669158878505,238.13345794392524,0.670027405101939,179.92829958973604,0.8683162457742365
1870Q1,,,,,,,
1870Q2,,,,,,,
1870Q3,,,,,,,
1870Q4,,,,,,,
1871Q1,3663209.379051518,18710222.150801774,439.38382804503584,261.1954964176049,0.650250423955513,162.51943971713612,0.8744649103078427
1871Q2,3687351.373392011,18710514.742044684,447.7728503723764,259.0842924847664,0.6294857495028814,150.37710647020666,0.8624440857490269
1871Q3,3648067.7756678467,18710819.552301254,424.22433215320245,252.69423881557773,0.6487897634236285,163.59290182533604,0.8689582425106724
1871Q4,3632188.7550155413,18711114.079683527,388.1345012715456,232.41113308844305,0.6464024190105712,164.3545480245781,0.8497570860779222
1872Q1,3613902.5936883627,18720211.26627219,451.62017469709775,251.0901662440124,0.6218576601008952,143.22590374189326,0.8625393059039156
1872Q2,3541387.8268174473,18720512.297576737,411.9340872374798,233.59709208400645,0.6325596650269409,145.4923842264961,0.8655559327493457
1872Q3,,,,,,,
1872Q4,,,,,,,
1873Q1,,,,,,,
1873Q2,,,,,,,
1873Q3,,,,,,,
1873Q4,,,,,,,
1874Q1,3561639.7034120737,18740216.692913387,485.28608923884514,267.2024746906637,0.6191332329183475,155.58431591828656,0.8654960350183292
1874Q2,3565661.0166919576,18740521.239757206,453.75,248.18740515933231,0.6074167114773525,140.48807481261863,0.852693029416938
1874Q3,3599171.550577054,18740815.394093685,478.60047522063815,262.1042090970808,0.6096076442846038,149.98877924866397,0.8654995115067602
1874Q4,3627511.697704494,18741115.235693503,436.58583899127063,257.5143873262205,0.6456986576708772,156.3673627563196,0.8723235545257091
1875Q1,3540267.6339384955,18750215.928492036,440.02074842534273,251.8718043719896,0.6288190323972815,142.0233829418161,0.8575445261490101
1875Q2,3500944.8189563365,18750519.574724883,393.4714235001775,234.1192758253461,0.6446325115955452,161.8670633711727,0.8515830760495834
1875Q3,3842051.338345865,18750817.405657,440.2796276405299,274.6194056569996,0.6943536006145575,229.3305079574639,0.8958576597963427
1875Q4,3969312.9016086794,18751114.52151141,398.69622147399923,262.8226711560045,0.7301007330970564,269.04691327311326,0.9031866947227386
1876Q1,3917460.247549909,18760220.28275862,464.07332123411976,265.78294010889294,0.6369358561691116,162.2266574495849,0.8694797125424851
1876Q2,3811847.7326589595,18760524.79118497,478.3041907514451,271.6940028901734,0.6321528689859749,159.14920439213225,0.868275917368547
1876Q3,3843707.8261007285,18760812.825467214,504.4592968007602,268.70541653468484,0.5937592939364049,119.673712482642,0.8520405866641417
1876Q4,3764637.955495617,18761111.830748484,487.4409979770735,264.1935266351989,0.6051607569440343,125.63974023923075,0.8550373158191081
1877Q1,3794697.631785714,18770213.515714284,480.3128571428571,258.1832142857143,0.6042155440885407,121.59650921665342,0.8511263151849742
1877Q2,3373271.5424366873,18770516.696783025,448.57529089664615,249.27310061601642,0.6227799930747385,148.83781458010085,0.864945741877826
1877Q3,3822672.5537780803,18770813.968345813,475.9857045609258,251.74540503744043,0.5932058775724787,112.13906364254069,0.8456496563213116
1877Q4,3709001.4948979593,18771112.436953355,467.90123906705537,252.22667638483966,0.6065676006223517,122.91192782734645,0.8523650153564054
1878Q1,3459170.540436949,18780215.043694902,455.10425450364124,250.94480643924877,0.6192730933311728,133.344037219335,0.8560961597797837
1878Q2,3523608.103896104,18780516.09992785,471.66630591630593,256.05808080808083,0.6125374711908713,139.27763666129815,0.8585014914323168
1878Q3,3369426.7804165143,18780812.667519182,470.5195469492145,255.25392765801973,0.6147823644421171,134.4631977833311,0.8580336189869058
1878Q4,3452280.861601643,18781104.78480493,470.3757700205339,259.35852156057496,0.6206693428241814,140.04204095634003,0.8608020893856503
1879Q1,3451117.5057971017,18790218.64347826,431.29384057971015,252.21304347826086,0.6515073606582245,162.23514401531497,0.8719547049422396
1879Q2,3513448.4152380954,18790515.748190477,433.7748571428571,253.22057142857142,0.6455875076929631,161.4691505053529,0.871823476565633
1879Q3,3521334.507390983,18790818.206577975,462.33887657058386,252.89172209903919,0.6146419883090932,136.8689662715279,0.8597503516420952
1879Q4,3573314.7777337558,18791104.29635499,476.7630744849445,258.2809033280507,0.6098174490165129,135.5151157716697,0.856547419002196
1880Q1,3552952.1628701594,18800214.891799543,439.32991647684133,252.81131359149583,0.64704039901717,159.7166897348785,0.870072543121047
1880Q2,3372553.400434468,18800522.094134685,464.8149891383056,247.59413468501086,0.6025768879919828,120.33627742880235,0.8488798500207335
1880Q3,3476107.841726619,18800812.22610483,452.2261048304214,241.94484412470024,0.6024755337597176,116.30174349872837,0.8456922500702648
1880Q4,3400695.5612648223,18801116.26697808,483.6798418972332,264.06467840459936,0.615541519456344,134.28092530738974,0.8586368987177966
1881Q1,3522030.2322738385,18810219.618232623,483.07404820118757,246.45406915822565,0.5752428044496137,103.19766026900871,0.8408948751035258
1881Q2,3517080.3444293477,18810516.61990489,469.3345788043478,243.5247961956522,0.5859166823494154,109.22987460362603,0.8469516984805086
1881Q3,3447815.507076286,18810811.920607526,471.96789782533654,243.31170176044185,0.5835262118838497,108.78708352202732,0.8472628528572054
1881Q4,3371039.2611382115,18811117.201300815,479.369756097561,243.28975609756097,0.5787713737461165,110.73062195778185,0.8458802221193157
1882Q1,3467823.6179261864,18820212.980316345,506.97293497363796,263.52934973637963,0.5868552701755845,118.38242854391622,0.8515286227740394
1882Q2,3319461.8532210835,18820517.997803807,502.048682284041,262.86273792093704,0.589927841804226,115.35358415867381,0.8499621316325707
1882Q3,3374875.0754162585,18820815.192295134,502.9030362389814,253.58145608880181,0.5726689598658902,102.9318056840625,0.8408821855990398
1882Q4,3398467.2048392445,18821116.426582698,485.6377195889957,249.76798143851508,0.5790578738630083,103.72934974478773,0.8390488900627837
1883Q1,3356131.817069344,18830216.85409476,490.4970191402573,250.9563853153436,0.5806941283341746,112.89392743434843,0.8466028218561091
1883Q2,3567630.2143287174,18830518.624322698,491.1842263696568,259.50361228175797,0.5906352053964642,118.96421096097593,0.8510917009889002
1883Q3,3365002.7711966326,18830813.180697534,484.84906794948887,250.0246542393265,0.578852284359525,108.20179093850692,0.8444201672935661
1883Q4,3384449.6784611065,18831112.54647571,477.62061218758777,247.9146307217074,0.5800889089850492,104.87435950913324,0.8381812353193516
1884Q1,3377090.3985869884,18840211.98851928,484.53576685310566,254.99676184869003,0.5883288124860335,122.46236509767533,0.8462325744727106
1884Q2,3363080.4250809536,18840515.637327053,495.7977627318222,258.7471298204298,0.5858358184854215,120.72613695026168,0.8482651052993759
1884Q3,3397040.250774866,18840817.781910397,514.5595942519019,268.85939701324315,0.5876090660893583,117.5350412247667,0.8487420352373125
1884Q4,3356907.348939686,18841112.440099146,510.48251170476453,269.78297989534565,0.5903646365277251,122.0843752854721,0.8536635353152572
1885Q1,3319887.351228978,18850226.70148771,481.03072445019404,246.0061448900388,0.5697813938845889,97.57539033664956,0.833542735368412
1885Q2,3288677.9063953487,18850514.075581394,500.65406976744185,251.79593023255813,0.5638422732342107,102.19234284507323,0.8394642191273695
1885Q3,3307286.1981132077,18850814.76109878,480.5677025527192,242.66453940066592,0.5692073060023598,101.88582529590916,0.8391400001130717
1885Q4,3532622.921686747,18851115.366922233,498.1681270536692,246.47316538882805,0.5586602671709996,103.24575639662045,0.8401335923885
1886Q1,3300482.6489971345,18860214.357879657,463.6587392550143,265.476217765043,0.6371018352045202,151.89749816359137,0.8665064169119695
1886Q2,3262792.023195129,18860517.786604814,523.4923166135112,254.55726297477528,0.5538547083880909,104.21280212380253,0.8383067264704412
1886Q3,3305051.184218161,18860817.211778358,518.8526254714244,261.78299970989264,0.5704715114421013,102.42070100770606,0.842391193398732
1886Q4,3288480.497667185,18861116.0782789,482.5417314670814,248.49559357179885,0.57677177913949,105.3068212414678,0.8423417265427104
1887Q1,3320577.9238356166,18870223.12410959,484.83616438356165,243.36876712328768,0.5598965245678285,90.56079467923973,0.8282249421849326
1887Q2,3263091.6607565014,18870509.347813237,521.5218676122931,256.9914302600473,0.5529040802155327,92.9800967067426,0.8323877205362249
1887Q3,3526541.6351265823,18870819.45601266,549.2575949367089,265.86803797468355,0.5469389400607556,91.5704919823171,0.8339328285259536
1887Q4,3415570.7000911576,18871116.622607112,538.9914919477362,270.45578851412944,0.5628331164255236,101.28381878535535,0.8401006441187029
1888Q1,3319589.6866501854,18880210.407911003,498.54882571075404,248.8278739184178,0.5584228601777689,92.7582013089848,0.8326570885369768
1888Q2,3583865.8473282442,18880513.446882952,532.8072519083969,261.3813613231552,0.5504218721971362,90.42882871464998,0.8296059312557973
1888Q3,3230529.893811075,18880815.269381106,526.8456026058632,255.26188925081433,0.5460153206658676,86.88935782944834,0.8290390568921882
1888Q4,3245629.2879401683,18881114.76441259,511.53942038018073,251.86226238703645,0.5551750195354739,91.54354704531865,0.8323990686149174
1889Q1,3253027.7633819953,18890218.311435524,502.07177615571777,248.51642335766422,0.5587507894815394,93.71618200389112,0.831199944903399
1889Q2,3421656.8048927817,18890515.211114466,502.5345816973724,250.384778012685,0.5628714407233382,93.58163944051631,0.8306139267388938
1889Q3,3205849.468312005,18890814.549055453,506.0088360755637,251.4177330895795,0.5609191048851855,93.60905448517046,0.8296273620492784
1889Q4,3266570.870386024,18891112.344322346,489.1696252465483,247.60862214708368,0.569091793250298,96.50478332736168,0.8342913540448208
1890Q1,3240033.4261001516,18900215.97450683,506.0470409711684,257.35235204855843,0.5682167999589218,99.09598623794784,0.836100038477875
1890Q2,3297356.292741452,18900515.392921414,529.0674865026995,259.0779844031194,0.5523779813271039,91.50493685681104,0.8307335847371726
1890Q3,3265283.157071339,18900820.399874844,492.46902377972464,250.99906132665834,0.5773664171135595,102.70419653791754,0.8388212257842275
1890Q4,3248173.797907489,18901117.827367842,473.7340308370044,240.66216960352423,0.5664968273115571,92.39635251194282,0.8314914754393669
1891Q1,3198225.3022160665,18910216.929085873,488.0858725761773,245.3556786703601,0.5656464771818557,93.62336401992037,0.8309606573692874
1891Q2,3162612.3672111314,18910511.04385965,479.18935269207503,251.7924984875983,0.5890389014560108,120.28950874244555,0.8469014820807447
1891Q3,3218568.7098399526,18910826.011262596,489.81120331950206,238.94398340248964,0.5543614167664304,92.19154688626881,0.8306977531971763
1891Q4,3222753.639219935,18911111.589382447,491.01002166847235,251.68228602383533,0.5754636315305806,103.87850096422792,0.8409498334720285
1892Q1,3157237.3457943927,18920221.414788347,489.12919186366133,241.76223199560198,0.5507098401659554,85.25905906353945,0.8238024545469261
1892Q2,3289154.1570055345,18920517.55199534,478.20099038741625,259.7716283134285,0.6049101199042302,129.0199077303709,0.8551614495018728
1892Q3,3270765.225263158,18920816.375037596,519.4108270676692,264.43609022556393,0.5708227061891442,106.65602901427947,0.8403008317107253
1892Q4,3237004.972505669,18921114.338435374,488.01303854875283,272.9702380952381,0.6194919992685509,148.14990390353194,0.8634648008833204
1893Q1,3203861.2387444517,18930220.481293596,493.33227647431835,277.3113506658212,0.6255669131787506,154.69012684380343,0.8665991997468672
1893Q2,3218610.3304111245,18930514.15931076,466.49365175332525,272.8591293833132,0.6312012736009769,159.86633180234037,0.864362989391425
1893Q3,,,,,,,
1893Q4,,,,,,,
1894Q1,3154957.1409774437,18940216.07612782,437.5764411027569,266.2236842105263,0.6419067453901968,173.9174545645251,0.8490994014000866
1894Q2,3174280.405775076,18940517.976595744,505.71094224924013,298.2306990881459,0.6451629423819013,181.70571813231203,0.8778079115443884
1894Q3,3193139.7197753475,18940816.964528523,481.07301211942064,282.27638190954775,0.6512479204492336,184.39898480513992,0.8799439749395211
1894Q4,3283395.821925754,18941110.22911833,505.6719837587007,299.5690255220418,0.6507607360734134,189.67644219427476,0.8832872553812641
1895Q1,3177733.718987342,18950218.231012657,528.0563291139241,295.078164556962,0.620833564067611,162.2727757506354,0.870920362199884
1895Q2,3061707.180806676,18950512.058970794,493.01529902642557,275.6787204450626,0.6203230124505745,153.6488229529218,0.8650916815538993
1895Q3,3212033.821294964,18950818.27884892,533.4284892086331,288.55453237410075,0.6072397837612983,147.99908277747133,0.8628717027598767
1895Q4,3867792.089090909,18951110.150909092,555.6218181818182,297.7709090909091,0.6021306931321895,143.36868851472204,0.8614530792652555
1896Q1,,,,,,,
1896Q2,,,,,,,
1896Q3,,,,,,,
1896Q4,,,,,,,
1897Q1,3143049.4113389626,18970220.811821472,460.296441495778,273.78377563329315,0.6601156351449522,198.4102708550101,0.8828816368999183
1897Q2,3282258.482857143,18970503.78793651,538.2866666666666,295.8673015873016,0.6106281961453348,146.29147480227502,0.8637304775299883
1897Q3,3198127.3091527345,18970817.932275433,498.4706715783508,291.4803060357042,0.6432918673389914,187.16577924876174,0.8768760225226214
1897Q4,3195720.25895159,18971111.332283013,476.68232598109427,288.4359782297336,0.6619345181101304,198.44648819193807,0.8826883406559402
1898Q1,3322859.0197438635,18980215.421291355,518.1934364994664,255.18329775880468,0.5532067198002214,92.80172833614755,0.8325524548410921
1898Q2,3397989.098079764,18980514.48183161,533.5607090103397,283.1462333825702,0.5900429904733281,126.24887105331777,0.8539399287058714
1898Q3,,,,,,,
1898Q4,,,,,,,
1899Q1,3593327.230769231,18990213.995711606,515.0686143125167,260.20959528276603,0.5648101182301687,100.88509357706357,0.8387463277550864
1899Q2,3170256.1313073393,18990515.069380734,534.3497706422019,271.60493119266056,0.5643696936396287,106.37483619478067,0.8422150445895835
1899Q3,3312548.22322503,18990817.081829123,550.7999398315283,276.20336943441635,0.5552734226612221,100.17783473031962,0.8373046271357529
1899Q4,3235257.23898051,18991112.173013493,555.6968515742129,278.343928035982,0.5515931389702394,99.9344775502405,0.8393882467939874
1900Q1,3421219.117196057,19000212.19742607,503.8838992332968,262.4416757940854,0.5756635746950364,108.13958685952902,0.8448507874057816
1900Q2,3278557.513057325,19000517.411464967,541.6652866242039,270.23216560509553,0.552035323490388,95.56155928792697,0.836018119707707
1900Q3,3285662.7551703164,19000817.1006691,547.154501216545,271.5462287104623,0.5544960494080862,98.71723926014012,0.8400836035190038
1900Q4,3363445.236234458,19001113.821195975,513.3043220840734,270.67347542924807,0.5824247322441499,116.8154414421685,0.8484939409548748
1901Q1,3230934.4130990417,19010226.255591054,476.1888178913738,260.21789137380193,0.6026071748070062,127.74456807315146,0.8528420516042617
1901Q2,3184165.667816397,19010521.908463784,466.3584505173786,256.93764924383123,0.6054513543205802,129.23126247134843,0.8530963522473188
1901Q3,3236165.0525564123,19010815.136246786,487.10796915167094,256.87546415309913,0.5834480047868574,110.32052040210853,0.8456664723248151
1901Q4,3373624.9474801063,19011114.618037134,507.2148541114058,278.453050397878,0.6005030718685658,130.83660798747303,0.8571900400980178
1902Q1,3217968.647906471,19020216.72485046,484.82871125611746,272.7784121805329,0.6144499457841118,139.27246778084495,0.8592319698872831
1902Q2,3185197.281030445,19020511.923757482,478.5688264376789,276.808222742649,0.6334281277543515,159.0307875268095,0.8690803514220649
1902Q3,3226647.8053248655,19020814.47313141,481.2398632144602,274.7916463116756,0.6255926454184749,152.00408383389077,0.8653740953087444
1902Q4,3264613.8062953996,19021109.931934357,496.89346246973366,267.5902609631423,0.5922361513669538,116.71082864632415,0.8465462140952794
1903Q1,3204996.8145474736,19030218.283453636,517.4275402554136,283.3076068850639,0.5991161280203423,129.6104538211794,0.8550574234968447
1903Q2,3196501.363389462,19030512.380228136,491.21347093970667,282.2289516567083,0.6287874241148741,156.97340427946048,0.8679552868684638
1903Q3,3234475.144859813,19030813.339472238,523.4271577789995,280.7231995601979,0.5965074546587099,127.88712492084032,0.8542314359225835
1903Q4,3221215.4957405883,19031112.210222587,489.0956306677659,275.87111843913164,0.6243762435285423,159.01912760428024,0.8661978999460836
1904Q1,3276713.1570485216,19040215.700832617,484.70111972437553,273.0479471719782,0.6259281414423357,157.18168137647163,0.8662908027719138
1904Q2,3307980.602202146,19040515.421795595,501.69339356295876,279.11801242236027,0.6133126764782526,142.66351616392575,0.8636188465284858
1904Q3,3310305.946865672,19040814.322686568,502.9886567164179,290.7014925373134,0.632353284945866,166.78349424890254,0.8720558003150845
1904Q4,3243087.801215278,19041118.918113425,505.77690972222223,289.36747685185185,0.6283291939389501,160.87157120968078,0.8701881352480078
